,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
79,16,16,Mecânico,Mechanical,Rolamento,Bearings,Rolamento barulhento (continuação),Noisy bearing (continued),Carga desbalanceada,Unbalanced load,Rebalanceie a unidade; Substitua o alojamento por um que tenha o diâmetro interno correto,Rebalance the unit; Replace the housing with one that has the correct size bore, , 
80,16,16,Mecânico,Mechanical,Rolamento,Bearings,Rolamento barulhento (continuação),Noisy bearing (continued),Diâmetro interno do alojamento muito grande,Housing bore too large,Rebalanceie a unidade; Substitua o alojamento por um que tenha o diâmetro interno correto,Rebalance the unit; Replace the housing with one that has the correct size bore, , 
81,16,16,Mecânico,Mechanical,Rolamento,Bearings,Rolamento barulhento (continuação),Noisy bearing (continued),Rolamento exposto a vibração causada por ressonância enquanto a máquina está ociosa,Bearing exposed to resonance-caused vibration while the machine is idle,Examine cuidadosamente o rolamento em busca de pontos de desgaste que estão separados pela distância igual ao espaçamento das esferas; Substitua os rolamentos,Carefully examine the bearing for wear spots that are separated by the distance equal to the spacing of the balls; Replace the bearings, , 
82,17,17,Mecânico,Mechanical,Rolamento,Bearings,Vibração,Vibration,Distorção do eixo e do anel interno,Distortion of shaft and inner ring,Usine o filete do eixo para obter o suporte correto,Remachine the shaft fillet to obtain the correct support, , 
83,17,17,Mecânico,Mechanical,Rolamento,Bearings,Vibração,Vibration,"Distorção do alojamento e do anel externo, causando aperto do rolamento","Distortion of the housing and outer ring, causing pinching of the bearing",Usine o filete do alojamento para obter o suporte correto; Verifique os guias de medição de tolerância do fabricante,Remachine the housing fillet to obtain the correct support; Check the manufacturer's tolerance measurement guides, , 
84,17,17,Mecânico,Mechanical,Rolamento,Bearings,Vibração,Vibration,Selo rotativo raspando contra partes estacionárias,Rotating seals rubbing against stationary parts,Verifique a folga de funcionamento dos selos rotativos para eliminar o atrito,Check the running clearance of the rotating seals to eliminate rubbing, , 
85,17,17,Mecânico,Mechanical,Rolamento,Bearings,Vibração (continuação),Vibration,"Rolamento montado incorretamente, indicado por sinais de impacto de martelo no rolamento",Incorrectly mounted bearing as indicated by hammer blow signs on the bearing,Substitua por um novo rolamento sem martelar para ajustá-lo; Siga as recomendações de montagem do fabricante do rolamento,Replace with a new bearing without hammering it into place; Follow the bearing manufacturer's fitting recommendations, , 
86,17,17,Mecânico,Mechanical,Rolamento,Bearings,Vibração (continuação),Vibration (continued),"Suporte inadequado no alojamento, causando inclinação do anel externo","Inadequate support in the housing, causing the outer ring to cock",Usine o filete do alojamento para aliviar o estresse; O usinamento pode exigir um colar de ombro,Remachine the housing fillet to relieve stress; Remachining may require a shoulder collar, , 
87,18,18,Mecânico,Mechanical,Rolamento,Bearings,Vibração (continuação),Vibration (continued),Vibração geral da máquina,General vibration of the machine,"Verifique o balanceamento da máquina; Rebalanceie a máquina, se necessário",Check the balance of the machine; Rebalance the machine if necessary, , 
88,18,18,Mecânico,Mechanical,Rolamento,Bearings,Vibração (continuação),Vibration (continued),Ombros do eixo e do alojamento e face da porca de trava não estão perpendiculares ao assento do rolamento,Shaft and housing shoulders and face of the locking nut not square with the bearing seat,Usine as peças para obter perpendicularidade; Certifique-se de que haja um raio usinado na raiz do ombro para minimizar o concentrador de tensões,Remachine the parts to obtain squareness; Ensure that there is a radius machined in at the root of the shoulder to minimize stress riser, , 
89,19,19,Mecânico,Mechanical,Rolamento,Bearings,Rolamento frouxo no eixo,Bearing loose on the shaft,Diâmetro do eixo muito pequeno ou adaptador não está suficientemente apertado,Shaft diameter too small or adapter not tight enough,Metalize o eixo e retifique-o para obter um encaixe adequado; Aperte novamente o adaptador para obter uma fixação mais firme no eixo,"Metalize the shaft, and regrind it to obtain a proper fit; Retighten the adapter to get a firmer grip on the shaft", , 
90,19,19,Mecânico,Mechanical,Rolamento,Bearings,Rolamento frouxo no eixo,Bearing loose on the shaft,"Relevo e puncionamento central do assento do rolamento no eixo, fazendo com que os pontos altos sejam aplainados quando a carga é aplicada","Knurling and center punching of the bearing seat on the shaft, causing the high spots to be flattened when the load is applied",Metalize e retifique o eixo para o tamanho adequado; Alivie as tensões do eixo antes de colocá-lo em serviço novamente,Metallize and regrind the shaft to the proper size; Stress relieve shaft before putting it back into service, , 
91,19,19,Mecânico,Mechanical,Rolamento,Bearings,Rolamento frouxo no eixo,Bearing loose on the shaft,Encaixe folgado do eixo,Loose fitting shaft,Metalize e retifique o eixo para o tamanho adequado; Alivie as tensões do eixo antes de colocá-lo em serviço novamente,Metallize and regrind the shaft to the proper size; Stress relieve shaft before putting it back into service, , 
92,20,20,Mecânico,Mechanical,Rolamento,Bearings,Eixo difícil de girar manualmente,Shaft difficult to turn by hand,"Suporte insuficiente do ombro no alojamento, causando curvatura do eixo",Inadequate shoulder support in the housing causing bending of the shaft,Usine o filete do eixo para aliviar o estresse; Isso pode exigir a colocação de um colar de ombro,Remachine the shaft fillet to relieve stress; This may require a shoulder collar to be fitted, , 
93,20,20,Mecânico,Mechanical,Rolamento,Bearings,Eixo difícil de girar manualmente,Shaft difficult to turn by hand,Distorção das vedações do rolamento,Distortion of the bearing seals,Usine o ombro do alojamento para afastar a vedação,Remachine the housing shoulder to clear the seal, , 
94,20,20,Mecânico,Mechanical,Rolamento,Bearings,Eixo difícil de girar manualmente,Shaft difficult to turn by hand,"Diâmetro do assento do rolamento usinado acima do tamanho, causando expansão excessiva do eixo e do anel interno do rolamento, reduzindo a folga no rolamento","Bearing seat diameter machined oversize, causing excessive expansion of the shaft and bearing inner ring, thus reducing the clearance in the bearing",Retifique e alargue o eixo para obter um ajuste adequado entre o anel interno do rolamento e o eixo,Grind and hone the shaft to obtain a proper fit between the inner ring of the bearing and the shaft, , 
95,21,21,Mecânico,Mechanical,Rolamento,Bearings,Eixo difícil de girar manualmente (continuação),Shaft difficult to turn by hand (continued),Alinhamento linear ou angular incorreto de dois ou mais eixos acoplados com dois ou mais rolamentos,Incorrect linear or angular alignment of two or more coupled shafts with two or more bearings,Calibre os blocos de apoio para corrigir o alinhamento; Certifique-se de que os eixos estejam acoplados em linha reta; Isso é especialmente importante quando três ou mais rolamentos operam em um único eixo,Shim the pillow blocks to correct the alignment; Ensure that the shafts are coupled in a straight line; This is especially important when three or more bearings operate on one shaft, , 
96,21,21,Mecânico,Mechanical,Rolamento,Bearings,Eixo difícil de girar manualmente (continuação),Shaft difficult to turn by hand (continued),"Distorção do alojamento e do anel externo, causando aperto do rolamento",Distortion of the housing and the outer ring causing pinching of the bearing,Usine o filete do alojamento para obter o suporte adequado,Remachine the housing fillet to obtain the proper support, , 
97,21,21,Mecânico,Mechanical,Rolamento,Bearings,Substituições frequentes,Frequent replacements,Distribuição desigual de carga no rolamento,Unequal load distribution on the bearing,"Repare o eixo, o alojamento ou ambos para obter um encaixe adequado; Um novo eixo pode ser necessário","Rework the shaft, the housing, or both to obtain a proper fit; A new shaft may be required", , 
98,22,22,Mecânico,Mechanical,Rolamento,Bearings,Vazamento de óleo,Oil leakage,"Fluxo de ar sobre os rolamentos, por exemplo, um ventilador de exaustão forçada com entrada de ar sobre os rolamentos","Air flowing over the bearings, for example, a forced draft fan with air inlet over the bearings",Forneça um bom isolamento para desviar a direção do fluxo de ar,Provide adequate baffling to divert the direction of the airflow, , 
99,22,22,Mecânico,Mechanical,Rolamento,Bearings,Vazamento de óleo,Oil leakage,Vazamento de óleo na divisão do alojamento causando perda excessiva de lubrificante,Oil leakage at the housing split causing excessive loss of lubricant,Use uma camada fina de cimento para vedar o vazamento; Desligue o equipamento se o vazamento for excessivo,Use a thin layer of gasket cement to seal off the leakage; Shutdown the equipment if the leakage is excessive, , 
100,22,22,Mecânico,Mechanical,Rolamento,Bearings,Vazamento de óleo,Oil leakage,Falha em remover detritos do alojamento do rolamento antes de montar a unidade do rolamento,Failure to remove debris from the bearing housing before assembling the bearing unit,Sempre limpe cuidadosamente o alojamento e use lubrificante novo,Always carefully clean the housing and use fresh lubricant, , 
101,23,23,Mecânico,Mechanical,Válvula,Valves,Vazamento na embalagem do registro,Valve gland leakage,Embalagem muito frouxa,Packing too loose,Aperte a embalagem o suficiente para parar o vazamento,Tighten the packing enough to stop the leak, , 
